Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC09_L2SP_026030_20230201_20230311_02_T1,LC09_L1TP_026030_20230201_20230311_02_T1,LC90260302023032LGN01,2023/02/01,T1,2, 026, 030, 026, 030,NADIR,   0.000,2023/03/11,2023/03/11,2023-02-01 16:53:27,2023-02-01 16:53:58,LGN,DAY,   0.51,   0.51,92,5,   10.085,    7.062,    7.200,LPGS_16.2.0,26.33425764,155.92106265,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'05.06"N,92°31'52.57"W,44°14'14.42"N,93°58'45.44"W,44°13'30.72"N,91°04'05.27"W,42°06'51.48"N,93°56'45.35"W,42°06'10.87"N,91°08'02"W, 43.18474, -92.53127, 44.23734, -93.97929, 44.22520, -91.06813, 42.11430, -93.94593, 42.10302, -91.13389,LC09_L2SP_026030_20230201_20230311_02_T1,LC90260302023032LGN01
LC09_L2SP_026031_20230201_20230311_02_T1,LC09_L1TP_026031_20230201_20230311_02_T1,LC90260312023032LGN01,2023/02/01,T1,2, 026, 031, 026, 031,NADIR,   0.000,2023/03/11,2023/03/11,2023-02-01 16:53:50,2023-02-01 16:54:22,LGN,DAY,   0.12,   0.12,243,5,    8.591,    6.166,    5.982,LPGS_16.2.0,27.51676182,155.23689704,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'33.80"N,93°00'33.70"W,42°48'32.36"N,94°26'00.42"W,42°48'33.23"N,91°35'10.03"W,40°40'59.02"N,94°23'12.88"W,40°40'59.84"N,91°37'55.27"W, 41.75939, -93.00936, 42.80899, -94.43345, 42.80923, -91.58612, 40.68306, -94.38691, 40.68329, -91.63202,LC09_L2SP_026031_20230201_20230311_02_T1,LC90260312023032LGN01
LC09_L2SP_026032_20230201_20230311_02_T1,LC09_L1TP_026032_20230201_20230311_02_T1,LC90260322023032LGN01,2023/02/01,T1,2, 026, 032, 026, 032,NADIR,   0.000,2023/03/11,2023/03/11,2023-02-01 16:54:14,2023-02-01 16:54:46,LGN,DAY,   4.56,   4.56,759,5,    5.026,    3.473,    3.633,LPGS_16.2.0,28.69263600,154.54382970,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'58.80"N,93°28'14.88"W,41°22'43.50"N,94°52'30.54"W,41°23'25.40"N,92°05'01.57"W,39°15'00.22"N,94°49'01.74"W,39°15'39.06"N,92°06'43.67"W, 40.33300, -93.47080, 41.37875, -94.87515, 41.39039, -92.08377, 39.25006, -94.81715, 39.26085, -92.11213,LC09_L2SP_026032_20230201_20230311_02_T1,LC90260322023032LGN01
LC08_L2SP_025030_20230202_20230209_02_T1,LC08_L1TP_025030_20230202_20230209_02_T1,LC80250302023033LGN00,2023/02/02,T1,2, 025, 030, 025, 030,NADIR,  -0.001,2023/02/09,2023/02/09,2023-02-02 16:47:10,2023-02-02 16:47:42,LGN,DAY,   2.69,   2.69,144,5,    9.988,    6.881,    7.240,LPGS_16.2.0,26.59213379,155.77251077,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'06.04"N,90°58'48.76"W,44°14'52.76"N,92°23'10.57"W,44°11'46.36"N,89°30'26.50"W,42°08'37.28"N,92°24'25.20"W,42°05'44.02"N,89°37'30.32"W, 43.18501, -90.98021, 44.24799, -92.38627, 44.19621, -89.50736, 42.14369, -92.40700, 42.09556, -89.62509,LC08_L2SP_025030_20230202_20230209_02_T1,LC80250302023033LGN00
LC08_L2SP_025031_20230202_20230209_02_T1,LC08_L1TP_025031_20230202_20230209_02_T1,LC80250312023033LGN00,2023/02/02,T1,2, 025, 031, 025, 031,NADIR,  -0.001,2023/02/09,2023/02/09,2023-02-02 16:47:34,2023-02-02 16:48:06,LGN,DAY,   0.25,   0.25,226,5,    8.681,    6.025,    6.250,LPGS_16.2.0,27.77250933,155.08184806,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,41°45'34.24"N,91°27'30.24"W,42°49'04.26"N,92°50'27.53"W,42°46'45.77"N,90°01'41.52"W,40°42'36.76"N,92°50'45.96"W,40°40'28.09"N,90°07'25.46"W, 41.75951, -91.45840, 42.81785, -92.84098, 42.77938, -90.02820, 40.71021, -92.84610, 40.67447, -90.12374,LC08_L2SP_025031_20230202_20230209_02_T1,LC80250312023033LGN00
LC08_L2SP_025032_20230202_20230209_02_T1,LC08_L1TP_025032_20230202_20230209_02_T1,LC80250322023033LGN00,2023/02/02,T1,2, 025, 032, 025, 032,NADIR,  -0.001,2023/02/09,2023/02/09,2023-02-02 16:47:58,2023-02-02 16:48:30,LGN,DAY,   7.91,   7.91,628,5,    5.471,    3.796,    3.940,LPGS_16.2.0,28.94632413,154.38171545,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'57.61"N,91°55'12.68"W,41°23'17.81"N,93°16'56.21"W,41°21'43.42"N,90°31'39.32"W,39°16'38.75"N,93°16'25"W,39°15'11.12"N,90°36'12.10"W, 40.33267, -91.92019, 41.38828, -93.28228, 41.36206, -90.52759, 39.27743, -93.27361, 39.25309, -90.60336,LC08_L2SP_025032_20230202_20230209_02_T1,LC80250322023033LGN00
LC09_L2SP_024030_20230203_20230311_02_T1,LC09_L1TP_024030_20230203_20230311_02_T1,LC90240302023034LGN01,2023/02/03,T1,2, 024, 030, 024, 030,NADIR,  -0.001,2023/03/11,2023/03/11,2023-02-03 16:41:06,2023-02-03 16:41:38,LGN,DAY,  12.49,  12.49,130,5,    9.329,    6.485,    6.706,LPGS_16.2.0,26.86535198,155.65712383,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,16,WGS84,WGS84,43°11'05.50"N,89°26'52.04"W,44°13'14.77"N,90°58'47.35"W,44°17'08.59"N,88°00'23.08"W,42°03'33.30"N,90°50'30.55"W,42°07'10.16"N,87°58'17.11"W, 43.18486, -89.44779, 44.22077, -90.97982, 44.28572, -88.00641, 42.05925, -90.84182, 42.11949, -87.97142,LC09_L2SP_024030_20230203_20230311_02_T1,LC90240302023034LGN01
LC08_L2SP_028030_20230207_20230217_02_T1,LC08_L1TP_028030_20230207_20230217_02_T1,LC80280302023038LGN00,2023/02/07,T1,2, 028, 030, 028, 030,NADIR,  -0.001,2023/02/17,2023/02/17,2023-02-07 17:05:41,2023-02-07 17:06:13,LGN,DAY,   0.32,   0.32,229,5,    9.389,    6.230,    7.025,LPGS_16.2.0,27.99513372,155.11746475,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'04.52"N,95°37'10.88"W,44°13'11.57"N,97°09'22.57"W,44°17'22.06"N,94°10'45.98"W,42°03'12.31"N,97°00'42.59"W,42°07'04.66"N,94°08'17.99"W, 43.18459, -95.61969, 44.21988, -97.15627, 44.28946, -94.17944, 42.05342, -97.01183, 42.11796, -94.13833,LC08_L2SP_028030_20230207_20230217_02_T1,LC80280302023038LGN00
LC08_L2SP_028031_20230207_20230217_02_T1,LC08_L1TP_028031_20230207_20230217_02_T1,LC80280312023038LGN00,2023/02/07,T1,2, 028, 031, 028, 031,NADIR,  -0.001,2023/02/17,2023/02/17,2023-02-07 17:06:05,2023-02-07 17:06:37,LGN,DAY,   0.38,   0.38,332,5,    8.516,    5.749,    6.282,LPGS_16.2.0,29.16493605,154.39331221,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,41°45'35.35"N,96°05'51.18"W,42°49'24.89"N,97°26'33.58"W,42°45'06.48"N,94°39'31.32"W,40°44'17.88"N,97°29'32.39"W,40°40'17.62"N,94°47'48.19"W, 41.75982, -96.09755, 42.82358, -97.44266, 42.75180, -94.65870, 40.73830, -97.49233, 40.67156, -94.79672,LC08_L2SP_028031_20230207_20230217_02_T1,LC80280312023038LGN00
LC08_L2SP_028032_20230207_20230217_02_T1,LC08_L1TP_028032_20230207_20230217_02_T1,LC80280322023038LGN00,2023/02/07,T1,2, 028, 032, 028, 032,NADIR,  -0.001,2023/02/17,2023/02/17,2023-02-07 17:06:29,2023-02-07 17:07:01,LGN,DAY,   0.29,   0.29,647,5,    6.662,    4.116,    5.239,LPGS_16.2.0,30.32839799,153.65779435,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,40°19'57.68"N,96°33'33.52"W,41°23'38.58"N,97°53'10.86"W,41°20'07.08"N,95°09'33.37"W,39°18'08.93"N,97°55'12.86"W,39°14'52.40"N,95°16'32.99"W, 40.33269, -96.55931, 41.39405, -97.88635, 41.33530, -95.15927, 39.30248, -97.92024, 39.24789, -95.27583,LC08_L2SP_028032_20230207_20230217_02_T1,LC80280322023038LGN00
LC09_L2SP_027030_20230208_20230310_02_T1,LC09_L1TP_027030_20230208_20230310_02_T1,LC90270302023039LGN01,2023/02/08,T1,2, 027, 030, 027, 030,NADIR,  -0.001,2023/03/10,2023/03/10,2023-02-08 16:59:40,2023-02-08 17:00:11,LGN,DAY,   0.41,   0.41,189,5,    8.923,    5.910,    6.685,LPGS_16.2.0,28.29493926,155.01073981,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'04.67"N,94°05'44.74"W,44°13'42.10"N,95°35'26.05"W,44°15'25.85"N,92°38'30.23"W,42°05'07.87"N,95°30'05.51"W,42°06'44.17"N,92°39'14.58"W, 43.18463, -94.09576, 44.22836, -95.59057, 44.25718, -92.64173, 42.08552, -95.50153, 42.11227, -92.65405,LC09_L2SP_027030_20230208_20230310_02_T1,LC90270302023039LGN01
LC09_L2SP_027031_20230208_20230310_02_T1,LC09_L1TP_027031_20230208_20230310_02_T1,LC90270312023039LGN01,2023/02/08,T1,2, 027, 031, 027, 031,NADIR,   0.000,2023/03/10,2023/03/10,2023-02-08 17:00:04,2023-02-08 17:00:35,LGN,DAY,   2.12,   2.12,501,5,    7.993,    5.269,    6.011,LPGS_16.2.0,29.46321878,154.27966169,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'35.17"N,94°34'24.42"W,42°47'57.12"N,96°02'24"W,42°50'22.06"N,93°09'37.08"W,40°39'14.18"N,95°56'25.55"W,40°41'28.64"N,93°09'18.14"W, 41.75977, -94.57345, 42.79920, -96.04000, 42.83946, -93.16030, 40.65394, -95.94043, 40.69129, -93.15504,LC09_L2SP_027031_20230208_20230310_02_T1,LC90270312023039LGN01
LC09_L2SP_025030_20230210_20230310_02_T1,LC09_L1TP_025030_20230210_20230310_02_T1,LC90250302023041LGN01,2023/02/10,T1,2, 025, 030, 025, 030,NADIR,  -0.001,2023/03/10,2023/03/10,2023-02-10 16:47:18,2023-02-10 16:47:49,LGN,DAY,   6.22,   6.22,288,5,    9.672,    6.367,    7.280,LPGS_16.2.0,28.89704453,154.76169009,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'05.78"N,91°00'26.10"W,44°14'43.55"N,92°24'45.36"W,44°11'39.95"N,89°32'15"W,42°08'47.47"N,92°25'56.60"W,42°05'56.80"N,89°39'14.11"W, 43.18494, -91.00725, 44.24543, -92.41260, 44.19443, -89.53750, 42.14652, -92.43239, 42.09911, -89.65392,LC09_L2SP_025030_20230210_20230310_02_T1,LC90250302023041LGN01
LC09_L2SP_025031_20230210_20230310_02_T1,LC09_L1TP_025031_20230210_20230310_02_T1,LC90250312023041LGN01,2023/02/10,T1,2, 025, 031, 025, 031,NADIR,   0.001,2023/03/10,2023/03/10,2023-02-10 16:47:42,2023-02-10 16:48:13,LGN,DAY,   0.20,   0.20,310,5,    7.601,    5.211,    5.533,LPGS_16.2.0,30.06173656,154.01581890,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'35.24"N,91°29'05.57"W,42°49'04.40"N,92°52'13.19"W,42°46'48.18"N,90°03'13.82"W,40°42'46.62"N,92°52'28.20"W,40°40'40.04"N,90°08'54.38"W, 41.75979, -91.48488, 42.81789, -92.87033, 42.78005, -90.05384, 40.71295, -92.87450, 40.67779, -90.14844,LC09_L2SP_025031_20230210_20230310_02_T1,LC90250312023041LGN01
LC09_L2SP_025032_20230210_20230310_02_T1,LC09_L1TP_025032_20230210_20230310_02_T1,LC90250322023041LGN01,2023/02/10,T1,2, 025, 032, 025, 032,NADIR,   0.000,2023/03/10,2023/03/10,2023-02-10 16:48:05,2023-02-10 16:48:37,LGN,DAY,   0.07,   0.07,563,5,    5.596,    4.190,    3.710,LPGS_16.2.0,31.21932911,153.25745750,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.36"N,91°56'47.83"W,41°23'07.84"N,93°18'39.49"W,41°21'35.64"N,90°33'09.97"W,39°16'38.50"N,93°18'05.18"W,39°15'12.89"N,90°37'39.65"W, 40.33260, -91.94662, 41.38551, -93.31097, 41.35990, -90.55277, 39.27736, -93.30144, 39.25358, -90.62768,LC09_L2SP_025032_20230210_20230310_02_T1,LC90250322023041LGN01
LC08_L2SP_024030_20230211_20230218_02_T1,LC08_L1TP_024030_20230211_20230217_02_T1,LC80240302023042LGN00,2023/02/11,T1,2, 024, 030, 024, 030,NADIR,  -0.001,2023/02/18,2023/02/17,2023-02-11 16:40:55,2023-02-11 16:41:27,LGN,DAY,   1.70,   1.70,401,5,    8.853,    5.839,    6.655,LPGS_16.2.0,29.19859908,154.61657719,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,16,WGS84,WGS84,43°11'05.57"N,89°26'05.75"W,44°13'16.64"N,90°57'53.39"W,44°17'09.06"N,87°59'28.93"W,42°03'25.34"N,90°49'37.88"W,42°07'00.88"N,87°57'24.70"W, 43.18488, -89.43493, 44.22129, -90.96483, 44.28585, -87.99137, 42.05704, -90.82719, 42.11691, -87.95686,LC08_L2SP_024030_20230211_20230218_02_T1,LC80240302023042LGN00
LC08_L2SP_024031_20230211_20230217_02_T1,LC08_L1TP_024031_20230211_20230217_02_T1,LC80240312023042LGN00,2023/02/11,T1,2, 024, 031, 024, 031,NADIR,  -0.001,2023/02/17,2023/02/17,2023-02-11 16:41:19,2023-02-11 16:41:51,LGN,DAY,   0.05,   0.05,567,5,    7.595,    5.053,    5.671,LPGS_16.2.0,30.36081791,153.86268507,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,16,WGS84,WGS84,41°45'35.53"N,89°54'46.26"W,42°47'31.88"N,91°24'54.11"W,42°52'02.68"N,88°30'42.91"W,40°37'43.03"N,91°16'08.90"W,40°41'54.10"N,88°27'42.48"W, 41.75987, -89.91285, 42.79219, -91.41503, 42.86741, -88.51192, 40.62862, -91.26914, 40.69836, -88.46180,LC08_L2SP_024031_20230211_20230217_02_T1,LC80240312023042LGN00
LC08_L2SP_024032_20230211_20230217_02_T1,LC08_L1TP_024032_20230211_20230217_02_T1,LC80240322023042LGN00,2023/02/11,T1,2, 024, 032, 024, 032,NADIR,  -0.001,2023/02/17,2023/02/17,2023-02-11 16:41:43,2023-02-11 16:42:14,LGN,DAY,   0.01,   0.01,639,5,    6.907,    4.659,    5.099,LPGS_16.2.0,31.51577348,153.09638578,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'58.66"N,90°22'28.20"W,41°23'41.10"N,91°41'46.14"W,41°19'53.87"N,88°58'23.20"W,39°18'21.71"N,91°44'08.81"W,39°14'50.53"N,89°05'42.54"W, 40.33296, -90.37450, 41.39475, -91.69615, 41.33163, -88.97311, 39.30603, -91.73578, 39.24737, -89.09515,LC08_L2SP_024032_20230211_20230217_02_T1,LC80240322023042LGN00
LC09_L2SP_026030_20230217_20230310_02_T1,LC09_L1TP_026030_20230217_20230310_02_T1,LC90260302023048LGN01,2023/02/17,T1,2, 026, 030, 026, 030,NADIR,  -0.001,2023/03/10,2023/03/10,2023-02-17 16:53:23,2023-02-17 16:53:55,LGN,DAY,   0.14,   0.14,363,5,    9.254,    6.684,    6.400,LPGS_16.2.0,31.15718699,153.92324217,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'04.60"N,92°32'11.65"W,44°14'14.17"N,93°59'12.48"W,44°13'31.15"N,91°04'32.27"W,42°06'51.26"N,93°57'11.48"W,42°06'11.30"N,91°08'28.10"W, 43.18461, -92.53657, 44.23727, -93.98680, 44.22532, -91.07563, 42.11424, -93.95319, 42.10314, -91.14114,LC09_L2SP_026030_20230217_20230310_02_T1,LC90260302023048LGN01
LC09_L2SP_026031_20230217_20230310_02_T1,LC09_L1TP_026031_20230217_20230310_02_T1,LC90260312023048LGN01,2023/02/17,T1,2, 026, 031, 026, 031,NADIR,   0.000,2023/03/10,2023/03/10,2023-02-17 16:53:47,2023-02-17 16:54:19,LGN,DAY,   0.02,   0.02,332,5,    8.496,    5.756,    6.249,LPGS_16.2.0,32.30835734,153.12046155,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,41°45'35.06"N,93°00'51.37"W,42°48'32.04"N,94°26'26.81"W,42°48'33.55"N,91°35'36.42"W,40°40'58.73"N,94°23'38.44"W,40°41'00.13"N,91°38'20.83"W, 41.75974, -93.01427, 42.80890, -94.44078, 42.80932, -91.59345, 40.68298, -94.39401, 40.68337, -91.63912,LC09_L2SP_026031_20230217_20230310_02_T1,LC90260312023048LGN01
LC09_L2SP_026032_20230217_20230310_02_T1,LC09_L1TP_026032_20230217_20230310_02_T1,LC90260322023048LGN01,2023/02/17,T1,2, 026, 032, 026, 032,NADIR,   0.000,2023/03/10,2023/03/10,2023-02-17 16:54:11,2023-02-17 16:54:43,LGN,DAY,   4.49,   4.49,411,5,    8.228,    5.658,    5.975,LPGS_16.2.0,33.45153187,152.30289592,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'57.90"N,93°28'32.70"W,41°22'43.28"N,94°52'43.43"W,41°23'25.58"N,92°05'27.42"W,39°15'00"N,94°49'14.23"W,39°15'39.28"N,92°07'08.69"W, 40.33275, -93.47575, 41.37869, -94.87873, 41.39044, -92.09095, 39.25000, -94.82062, 39.26091, -92.11908,LC09_L2SP_026032_20230217_20230310_02_T1,LC90260322023048LGN01
LC09_L2SP_024030_20230219_20230309_02_T1,LC09_L1TP_024030_20230219_20230309_02_T1,LC90240302023050LGN01,2023/02/19,T1,2, 024, 030, 024, 030,NADIR,  -0.001,2023/03/09,2023/03/09,2023-02-19 16:40:59,2023-02-19 16:41:30,LGN,DAY,   0.56,   0.56,575,5,    8.654,    5.673,    6.535,LPGS_16.2.0,31.83525415,153.69306845,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,16,WGS84,WGS84,43°11'04.63"N,89°26'19.18"W,44°13'16.18"N,90°58'06.89"W,44°17'08.95"N,87°59'42.47"W,42°03'34.60"N,90°49'51.49"W,42°07'10.49"N,87°57'37.91"W, 43.18462, -89.43866, 44.22116, -90.96858, 44.28582, -87.99513, 42.05961, -90.83097, 42.11958, -87.96053,LC09_L2SP_024030_20230219_20230309_02_T1,LC90240302023050LGN01
LC09_L2SP_024031_20230219_20230309_02_T1,LC09_L1TP_024031_20230219_20230309_02_T1,LC90240312023050LGN01,2023/02/19,T1,2, 024, 031, 024, 031,NADIR,   0.000,2023/03/09,2023/03/09,2023-02-19 16:41:23,2023-02-19 16:41:54,LGN,DAY,   6.17,   6.17,539,5,    7.820,    5.255,    5.792,LPGS_16.2.0,32.98280770,152.87288626,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,16,WGS84,WGS84,41°45'35.03"N,89°54'58.21"W,42°47'31.38"N,91°25'07.28"W,42°52'02.50"N,88°30'56.12"W,40°37'42.56"N,91°16'21.61"W,40°41'53.92"N,88°27'55.22"W, 41.75973, -89.91617, 42.79205, -91.41869, 42.86736, -88.51559, 40.62849, -91.27267, 40.69831, -88.46534,LC09_L2SP_024031_20230219_20230309_02_T1,LC90240312023050LGN01
LC09_L2SP_024032_20230219_20230309_02_T1,LC09_L1TP_024032_20230219_20230309_02_T1,LC90240322023050LGN01,2023/02/19,T1,2, 024, 032, 024, 032,NADIR,   0.000,2023/03/09,2023/03/09,2023-02-19 16:41:46,2023-02-19 16:42:18,LGN,DAY,   0.08,   0.08,694,5,    6.277,    4.236,    4.633,LPGS_16.2.0,34.12172302,152.03689491,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,40°19'58.73"N,90°22'39.72"W,41°23'41.24"N,91°41'59.06"W,41°19'54.30"N,88°58'36.08"W,39°18'21.85"N,91°44'21.30"W,39°14'50.96"N,89°05'55.03"W, 40.33298, -90.37770, 41.39479, -91.69974, 41.33175, -88.97669, 39.30607, -91.73925, 39.24749, -89.09862,LC09_L2SP_024032_20230219_20230309_02_T1,LC90240322023050LGN01
LC08_L2SP_028030_20230223_20230301_02_T1,LC08_L1TP_028030_20230223_20230301_02_T1,LC80280302023054LGN00,2023/02/23,T1,2, 028, 030, 028, 030,NADIR,  -0.001,2023/03/01,2023/03/01,2023-02-23 17:05:25,2023-02-23 17:05:57,LGN,DAY,   1.29,   1.29,117,5,   10.082,    6.911,    7.340,LPGS_16.2.0,33.23571510,153.20999483,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'04.99"N,95°35'00.17"W,44°13'16.43"N,97°07'07.72"W,44°17'23.42"N,94°08'30.66"W,42°03'16.85"N,96°58'32.38"W,42°07'05.92"N,94°06'07.34"W, 43.18472, -95.58338, 44.22123, -97.11881, 44.28984, -94.14185, 42.05468, -96.97566, 42.11831, -94.10204,LC08_L2SP_028030_20230223_20230301_02_T1,LC80280302023054LGN00
LC08_L2SP_028032_20230223_20230301_02_T1,LC08_L1TP_028032_20230223_20230301_02_T1,LC80280322023054LGN00,2023/02/23,T1,2, 028, 032, 028, 032,NADIR,  -0.001,2023/03/01,2023/03/01,2023-02-23 17:06:13,2023-02-23 17:06:44,LGN,DAY,  12.44,  12.44,556,5,    5.863,    4.018,    4.269,LPGS_16.2.0,35.50592635,151.47640421,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,14,WGS84,WGS84,40°19'58.26"N,96°31'21.65"W,41°23'37.32"N,97°51'01.73"W,41°20'02.76"N,95°07'24.60"W,39°18'07.74"N,97°53'07.62"W,39°14'48.41"N,95°14'28.07"W, 40.33285, -96.52268, 41.39370, -97.85048, 41.33410, -95.12350, 39.30215, -97.88545, 39.24678, -95.24113,LC08_L2SP_028032_20230223_20230301_02_T1,LC80280322023054LGN00
LC08_L2SP_026030_20230225_20230301_02_T1,LC08_L1TP_026030_20230225_20230301_02_T1,LC80260302023056LGN00,2023/02/25,T1,2, 026, 030, 026, 030,NADIR,  -0.001,2023/03/01,2023/03/01,2023-02-25 16:53:01,2023-02-25 16:53:33,LGN,DAY,   2.88,   2.88,165,5,    8.827,    5.854,    6.606,LPGS_16.2.0,33.95305076,152.99162945,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,43°11'06.07"N,92°29'24.68"W,44°14'25.37"N,93°56'16.84"W,44°13'37.88"N,91°01'36.26"W,42°06'52.63"N,93°54'21.67"W,42°06'08.53"N,91°05'38.40"W, 43.18502, -92.49019, 44.24038, -93.93801, 44.22719, -91.02674, 42.11462, -93.90602, 42.10237, -91.09400,LC08_L2SP_026030_20230225_20230301_02_T1,LC80260302023056LGN00
LC08_L2SP_026031_20230225_20230301_02_T1,LC08_L1TP_026031_20230225_20230301_02_T1,LC80260312023056LGN00,2023/02/25,T1,2, 026, 031, 026, 031,NADIR,  -0.001,2023/03/01,2023/03/01,2023-02-25 16:53:25,2023-02-25 16:53:57,LGN,DAY,   0.57,   0.57,489,5,    6.851,    4.681,    5.003,LPGS_16.2.0,35.08969415,152.11362551,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,41°45'33.88"N,92°58'05.34"W,42°48'34.16"N,94°23'35.16"W,42°48'31.43"N,91°32'44.77"W,40°41'00.71"N,94°20'52.33"W,40°40'58.15"N,91°35'34.73"W, 41.75941, -92.96815, 42.80949, -94.39310, 42.80873, -91.54577, 40.68353, -94.34787, 40.68282, -91.59298,LC08_L2SP_026031_20230225_20230301_02_T1,LC80260312023056LGN00
LC08_L2SP_026032_20230225_20230301_02_T1,LC08_L1TP_026032_20230225_20230301_02_T1,LC80260322023056LGN00,2023/02/25,T1,2, 026, 032, 026, 032,NADIR,  -0.001,2023/03/01,2023/03/01,2023-02-25 16:53:49,2023-02-25 16:54:21,LGN,DAY,   5.69,   5.69,806,5,    5.011,    3.387,    3.692,LPGS_16.2.0,36.21607149,151.21774455,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,15,WGS84,WGS84,40°19'57.79"N,93°25'46.52"W,41°22'46.02"N,94°49'55.63"W,41°23'24.22"N,92°02'39.52"W,39°14'52.80"N,94°46'31.37"W,39°15'28.26"N,92°04'26.11"W, 40.33272, -93.42959, 41.37945, -94.83212, 41.39006, -92.04431, 39.24800, -94.77538, 39.25785, -92.07392,LC08_L2SP_026032_20230225_20230301_02_T1,LC80260322023056LGN00
LC09_L2SP_025030_20230226_20230308_02_T1,LC09_L1TP_025030_20230226_20230308_02_T1,LC90250302023057LGN01,2023/02/26,T1,2, 025, 030, 025, 030,NADIR,   0.000,2023/03/08,2023/03/08,2023-02-26 16:47:03,2023-02-26 16:47:35,LGN,DAY,   1.95,   1.95,247,5,    8.603,    5.948,    6.215,LPGS_16.2.0,34.32653097,152.91837135,N/A,OLI_TIRS_L2SP,OLI_TIRS,9,UTM,15,WGS84,WGS84,43°11'05.35"N,90°58'11.82"W,44°14'42.83"N,92°22'30.11"W,44°11'35.84"N,89°30'00.07"W,42°08'46.79"N,92°23'45.92"W,42°05'52.94"N,89°37'03.72"W, 43.18482, -90.96995, 44.24523, -92.37503, 44.19329, -89.50002, 42.14633, -92.39609, 42.09804, -89.61770,LC09_L2SP_025030_20230226_20230308_02_T1,LC90250302023057LGN01
